"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id"
3570.89269952322,2.5244746803798,0.335728888593724,7.51938473616057,5.50346128487938e-14,3.18850263086162e-12,"ENSG00000000003"
28.0273593048095,2.24874983077447,0.907080934922172,2.47910604687929,0.0131712139589021,0.0308564788362708,"ENSG00000000005"
1126.24667325505,0.0251228834276962,0.243385390484764,0.103222643633858,0.917786268881286,0.937744342451243,"ENSG00000000419"
695.112617120868,0.257030165347081,0.211300863869922,1.21641795797536,0.22382574650493,0.304025587499565,"ENSG00000000457"
489.357400912434,2.16259384425764,0.283648431981959,7.62420517944267,2.45542553545897e-14,1.52154535680607e-12,"ENSG00000000460"
634.38741878296,0.941394061164108,0.383057736019611,2.45757746846787,0.0139877638671558,0.0324001744226655,"ENSG00000000938"
2291.40245880251,1.83225211752966,0.554369620076292,3.30510917477315,0.000949394104116036,0.00355930920279988,"ENSG00000000971"
1755.3907739072,0.947085772343446,0.28655244444931,3.30510449549133,0.0009494099552806,0.00355930920279988,"ENSG00000001036"
1833.47050808715,-0.672228566565305,0.263906946469077,-2.547218159883,0.0108585526160907,0.0263346077258192,"ENSG00000001084"
1132.23053983414,-0.220025852639589,0.187209080496965,-1.17529476698196,0.239876807390595,0.321447101062453,"ENSG00000001167"
302.96197567597,-2.39064892961122,0.521988943202594,-4.57988423077262,4.65233372906418e-06,4.09384303876512e-05,"ENSG00000001460"
2473.6065073483,-2.58189581816011,0.395428533403539,-6.52936143969473,6.60506833479326e-11,2.0520034566223e-09,"ENSG00000001461"
1999.13416854955,-0.331727294345679,0.20440821883103,-1.62286671369068,0.104617900528562,0.164857750438223,"ENSG00000001497"
1163.66985061556,-1.92369467466159,0.549216771518559,-3.50261458575393,0.000460715572189967,0.00196340234427653,"ENSG00000001561"
627.544783666128,1.04016055222464,0.544307779119164,1.91097866340969,0.0560073229074887,0.0999542994221343,"ENSG00000001617"
90.517400739216,-1.33157260805308,0.559520355173912,-2.3798465877782,0.0173198469755019,0.0386646842338816,"ENSG00000001626"
7836.10680166561,0.712514173688501,0.340810891085422,2.09064379198467,0.0365600070559239,0.0709866137636864,"ENSG00000001629"
453.725533481357,0.539998938195857,0.532795974401569,1.01351917833534,0.310812240315655,0.397065910519479,"ENSG00000001630"
415.051454911754,0.398153188289478,0.307978767062346,1.29279427957732,0.196082219409722,0.272815315326591,"ENSG00000001631"
847.430279140227,0.635634544066529,0.277574090605711,2.28996352894275,0.0220234309395459,0.0469979718227045,"ENSG00000002016"
49.6319557822978,2.54017342731469,0.776234253493186,3.27243150618963,0.00106626704356785,0.00391493264619665,"ENSG00000002079"
891.899959357956,0.311051286944093,0.283272537756554,1.09806368597372,0.272176680930421,0.35658347672944,"ENSG00000002330"
7775.65800716753,1.18392659437963,0.28538012808844,4.14859507671372,3.34521911725319e-05,0.000220628059009664,"ENSG00000002549"
20931.4960653463,2.47977909925583,0.455842512563476,5.43999085410122,5.32833065432414e-08,8.36663363154378e-07,"ENSG00000002586"
896.249297570475,0.710493295892598,0.499404963117356,1.42267968555538,0.15482903217134,0.225931706376915,"ENSG00000002587"
27.3407084772685,3.69109750794673,0.815271518615696,4.5274456713686,5.97009431344135e-06,5.07380883641049e-05,"ENSG00000002726"
147.85835837077,0.725300051586756,0.918330468072812,0.78980288338778,0.429642894881725,0.515381025038096,"ENSG00000002745"
430.64850555198,-3.20557229957892,0.771358177343409,-4.15575071832265,3.2422118072103e-05,0.000215092707898977,"ENSG00000002746"
87.9408471253327,1.58231144910852,0.615732910642717,2.56980164899236,0.0101756758733441,0.0249716681005895,"ENSG00000002822"
6482.4533918825,-0.288307683331186,0.219225921620595,-1.31511675809098,0.188470665343,0.264376933298237,"ENSG00000002834"
1652.93445003567,0.13299897658128,0.264468253681684,0.502892028550838,0.615040185931722,0.687348682137082,"ENSG00000002919"
